run,n_folds,time,low_rmse_os,avg_rmse_os,up_rmse_os,low_rmse_pfs,avg_rmse_pfs,up_rmse_pfs,low_f1_recurrency,avg_f1_recurrency,up_f1_recurrency,low_f1_mgmt,avg_f1_mgmt,up_f1_mgmt,sum_reg_avg,sum_clf_avg,sum_reg_ci_relative_width,sum_clf_ci_relative_width
old_onlyFoundation_ClinicalLinkageModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod5,30,320.0718538761139,1.1358472357557805,1.170202648639679,1.2101960134729248,1.1321050894219975,1.1836474140485127,1.245616684445898,0.4896581984221071,0.5104334146262944,0.5245480295379696,0.4133809378922329,0.4371209122371171,0.4580313070182032,2.353850062688192,0.9475543268634116,0.1594347971574947,0.1704998397736683
new_onlyFoundation_ClinicalLinkageModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod5,30,369.73888969421387,1.1207930886994115,1.1586608091990154,1.2171409658372083,1.1001439124194965,1.1447438279787698,1.1954029429560364,0.4954273324362181,0.513140999722231,0.5337890987584075,0.4018484651862553,0.4294673108242067,0.4532352515413501,2.303404637177785,0.9426083105464378,0.1663687920405618,0.194411105028392
new_no_refinement_onlyFoundation_ClinicalLinkageModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod5,30,322.08463406562805,1.2022467940754482,1.247472580273946,1.3043447968043165,1.159096744069312,1.2163867553075154,1.2848450771526654,0.4830942481328329,0.5019877150062088,0.520990793157567,0.4151726100050435,0.4410973122172101,0.4651194645866385,2.463859335581461,0.9430850272234188,0.1852224632809322,0.1887261603409679
old_mme_gbt,30,43.36597514152527,0.9296905593550496,0.9801976757989362,1.034485454460518,0.9398858457773536,1.0023369515272669,1.0641663911434809,0.4869418774627176,0.5304042304692075,0.5656853065322068,0.44667394814993,0.4795000391291127,0.5142912625540411,1.9825346273262028,1.0099042695983202,0.2309027861264626,0.2894755634127803
old_mme_noFoundation_gbt,30,5.160927057266235,0.874911541054897,0.9309236795414424,0.9888281274514272,0.9337500506167444,0.990537085170192,1.0518856256531814,0.5045064183276008,0.542548243308654,0.5801496619037598,0.4473254977553216,0.4826883733457157,0.5159284127618207,1.9214607647116344,1.0252366166543698,0.2416335769855324,0.2815488712928768
old_mme_onlyFoundation_gbt,30,40.55385899543762,0.973829437301352,1.0301261400429431,1.1006176949968387,0.977376191168164,1.0397565855030924,1.096181830663889,0.5006988570501715,0.5355440953188665,0.5693103951971838,0.4544669580818339,0.4978934367765165,0.5348505915104723,2.0698827255460355,1.033437532095383,0.2373432579957037,0.2895630375259177
new_mme_gbt,30,5.231049299240112,0.938207984994576,0.9819821266388692,1.0291292072517244,0.9310782904504712,0.9922339394948376,1.054912053552796,0.4864997945454082,0.5201364985717806,0.5608914330647106,0.4045736365735012,0.4440075376526208,0.4799564465327514,1.9742160661337067,0.9641440362244014,0.2173924786043203,0.3128015213216327
new_mme_noFoundation_gbt,30,4.901257514953613,0.9061020550035332,0.9516785251873986,1.0071707053842516,0.9028121959866676,0.9599670295349338,1.0195193281558264,0.4885600839946852,0.5389566857229752,0.5851926025569049,0.444618590067404,0.4818335114038218,0.5210448421570364,1.9116455547223328,1.020790197126797,0.2277745155715641,0.337910995447456
new_mme_onlyFondation_gbt,30,4.655344247817993,0.9918022414245768,1.048533343055794,1.1133863184409758,1.0005242235830347,1.0603327977293846,1.1142125333663846,0.5481544906081127,0.5831795382166638,0.6249681426769705,0.4593336336331612,0.4923831363076381,0.5242916261120345,2.1088661407851785,1.075562674524302,0.2231757885368755,0.2636409781592358
new_joined_JoinedModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod6,30,454.8386831283569,1.0288020420296322,1.0855123539765676,1.1565574942964565,1.0100077757805548,1.064728210369746,1.1559054433573497,0.472868377120954,0.5182031746451226,0.5620378604526023,0.3979991079725174,0.4343389542311408,0.4655457368943164,2.150240564346314,0.9525421288762632,0.2547194697737612,0.3275903029493179
new_joined_no_refinement_JoinedModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod6,30,404.2168366909027,1.0379760490881207,1.1283117254575097,1.2792725144156578,0.9691107287082312,1.0325117667516073,1.1060597389485185,0.5849238984732026,0.638542610019749,0.6812075520786685,0.5098191149868276,0.5652645823216456,0.6121101148133639,2.1608234922091167,1.2038071923413949,0.3464929614740074,0.3317478512290995
old_joined_with_refinement_JoinedModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod6,30,438.1485061645508,0.9937472926105272,1.0454152206579843,1.1023820524507546,0.9349778659350556,0.9760289053122204,1.0183192889192232,0.5211254578386,0.5548617857152259,0.5856729450927162,0.3620978754330533,0.4111256059998064,0.4592064884004572,2.0214441259702047,0.9659873917150325,0.1893036915635703,0.3525325609203688
old_joined_ClinicalLinkageModule_E150_lr1e-04_CosineAnnealingLR_etamin5e-06_mod6,30,392.4788746833801,1.0234522078584305,1.10178196032842,1.1971503462858828,0.9254294014710022,0.990399181842804,1.0794800528643256,0.6254746319251446,0.659723797347809,0.692095148243006,0.4378103097658085,0.4849344311633448,0.5278692052552416,2.092181142171224,1.1446582285111535,0.3131960090661491,0.2866959878335096
linear_baseline,30,78.90289831161499,0.9196651358455809,0.9689898590246836,1.0229598132118896,0.9074741231394705,0.9528407176335653,1.005700502053392,0.5248831517371604,0.5612232298021943,0.5993775960290212,0.46046609458118326,0.49598798421976664,0.5372663978897216,1.9218305766582489,1.057211214021961,0.20968830166196903,0.2875789256025145
